Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Kirti Takke,15,Dentist,400,99% ,Parvati Gaon,Pune
Dr. Ashish Gupta,18,Dentist,500,98% ,Aundh,Pune
Dr. Athira,7,Dentist,200,99% ,Aundh,Pune
Dr. Pradeepti,14,Dentist,300,98% ,Wakad,Pune
Dr. Neha Chandan,13,Dentist,400,97% ,Viman Nagar,Pune
Dr. Kunal Oswal,21,General Surgeon,700,90% ,Hadapsar,Pune
Dr. Apoorva Sahu,13,Dentist,300,100% ,Hadapsar,Pune
Dr. Avinash Bamane,15,Dentist,500,95% ,Kharadi,Pune
Dr. Raj Kulkarni,15,Yoga and Naturopathy,750,98% ,Viman Nagar,Pune
Dr. Rahul P. Kendre,11,Pulmonologist,800,100% ,Kharadi,Pune
Dr. Rohan Anand,11,Dermatologist,500,91% ,Koregaon Park,Pune
Dr. Poonam S Sathe,14,Cosmetologist,500,92% ,Wakad,Pune
Dr. Rajesh Nalawade,22,Homoeopath,1000,97% ,Nigdi,Pune
Dr. Rahul Gaikwad,11,Internal Medicine,500,100% ,Moshi,Pune
Dr. Piyush Mankar,11,Dentist,300,95% ,Lohegaon,Pune
Dr. Ashwinkumar Khandge,14,Spine Surgeon,700,100% ,Pimple Gurav,Pune
Dr. Munde Rajeev,11,Orthopedist,600,97% ,Pimple Saudagar,Pune
Dr. Rajeev Nambiar,31,Ayurveda,500,98% ,Aundh,Pune
Dr. Kiran V M,12,Dentist,1001,100% ,Kharadi,Pune
Dr. Prashant Gupta,13,Dentist,400,99% ,Kalyani Nagar,Pune
Dr. Komal Prakash Kamble,14,Dentist,300,99% ,Pashan,Pune
Dr. Gopal Dete,13,Dentist,300,99% ,Hadapsar,Pune
Dr. Rashmi Bamane,13,Dentist,500,99% ,Kharadi,Pune
Dr. Shalthiel Sathe,16,Cosmetologist,500,92% ,Wakad,Pune
Dr. Pooja Tilwani,14,Dermatologist,700,94% ,Pimple Saudagar,Pune
Ms. Usha Gokhale,23,Psychotherapist,2000,100% ,Ambegaon,Pune
Dr. Jyoti Kailash Mohitey,25,Dentist,300,99% ,Hadapsar,Pune
Dr. Sameer Mhatre,46,Pediatrician,600,90% ,Viman Nagar,Pune
Dr. Anand Agarwal,6,Dentist,1001,100% ,Kharadi,Pune
Dr. Sagar Vikas Sewane,17,Dentist,300,98% ,Warje,Pune
Dr. Pallavi Surwade Jamodkar,12,Dentist,250,100% ,Wakad,Pune
Dr. Pradnya Kale,14,Dentist,300,98% ,Kothrud,Pune
Dr. Madhukar Jadhav,10,General Physician,300,85% ,Alandi Road,Pune
Dr. Kanchan Muley,11,Dermatologist,600,100% ,Baner,Pune
Dr. Namrata A Soni,11,Dentist,750,99% ,Shivajinagar,Pune
Dr. Lavina Batra,18,Gynecologist/Obstetrician,400,81% ,Viman Nagar,Pune
Dr. Pallavi Tekale Deshpande,8,,500,100% ,Kharadi,Pune
Ms. Neha Pundir,9,Dietitian/Nutritionist,1200,100% ,Dhanori,Pune
Dr. Swapnil Babde,12,General Surgeon,600,100% ,Hadapsar,Pune
Dr. Pratik Kotadia,12,Dentist,200,100% ,Bibvewadi,Pune
Dr. Sonali,8,Ophthalmologist,600,100% ,Hadapsar,Pune
Dr. Manasi Gaikwad,11,,600,100% ,Hadapsar,Pune
Dr. Madhuri Wadhwani,10,Dentist,300,67% ,Viman Nagar,Pune
Dr. Deepak Narnaware,19,General Surgeon,400,100% ,Wagholi,Pune
Dr. Vishal Dhande,12,Dentist,200,93% ,Baner,Pune
Dr. Pramod Narkhede,19,Cardiologist,750,99% ,Viman Nagar,Pune
Dr. Pallab Saikia,19,Veterinarian,650,99% ,Magarpatta City,Pune
Dr. Manoj Wani,15,Physiotherapist,500,100% ,Wakad,Pune
Dr. Dhananjay Zutshi,6,Cardiologist,600,99% ,Pimpri-Chinchwad,Pune
Dr. Prashant Wagh,20,Pediatrician,500,100% ,Vishrantwadi,Pune
Dr. Mukesh Mahajan,16,General Physician,400,98% ,Keshav Nagar,Pune
Dr. Abhishek Kamble,3,Dentist,1001,100% ,Kharadi,Pune
Dr. Pradnya Kulkarni,24,Ayurveda,500,95% ,Baner,Pune
Dr. Nivedita Oswal,19,Pediatrician,600,96% ,Hadapsar,Pune
Dr. Prafull Warghane,20,Pulmonologist,800,95% ,Wakad,Pune
Dr. Rashmi Gujalwar,16,Dermatologist,600,100% ,Pimple Saudagar,Pune
Dr. Meena Juyal,13,Dentist,300,100% ,Hadapsar,Pune
Dr. Rishikesh Parekh,13,Dentist,300,100% ,Sinhagad Road,Pune
Dr. Kartik Bhosale,10,Cardiologist,800,99% ,Wakad,Pune
Dr. Vaishali Kasare,17,,800,100% ,Aundh,Pune
Dr. Geeta Yadav,20,Homoeopath,700,96% ,Viman Nagar,Pune
Dr. Naziya Bagwan   (Physiotherapist),16,Physiotherapist,600,100% ,Viman Nagar,Pune
Dr. Poonam Patil,11,Dermatologist,600,92% ,Koregaon Park,Pune
Dr. Umakant Dhawale,23,Dentist,300,100% ,Dhole Patil Road,Pune
Dr. Gandhali Deshpande,9,Dentist,400,100% ,Baner,Pune
Dr. Gauri Babhulgaonkar,11,Dentist,300,100% ,Kharadi,Pune
Dr. Ajinkya S. Patil,8,Hair Transplant Surgeon,400,100% ,Baner,Pune
Dr. Gopal Jaju,12,General Physician,500,98% ,Kharadi,Pune
Dr. Mohan Nalawade,20,Dermatologist,500,95% ,Aundh,Pune
Dr. Varsha Choudhari,12,Psychologist,1500,92% ,Sinhagad Road,Pune
Dr. Yogeshree Kanase,13,Dermatologist,600,95% ,Pimple Saudagar,Pune
Dr. Seema Pathade,15,Ayurveda,500,93% ,Baner,Pune
Dr. J.Krishna Mohan,13,Pediatrician,600,100% ,Viman Nagar,Pune
Dr. Ashwini P,10,Dentist,200,93% ,Wakad,Pune
Dr. Jayshree Ahuja,6,Dermatologist,700,100% ,Baner,Pune
Dr. Pushpa Soni,18,Gynecologist/Obstetrician,800,77% ,Kalyani Nagar,Pune
Dr. Ketaki Dherange,8,Dentist,300,67% ,Bhosari,Pune
Dr. Chinmay Gokhale,15,Dentist,1001,100% ,Kharadi,Pune
Dr. Prakash L Bikkad,15,General Physician,500,100% ,Pimpri-Chinchwad,Pune
Dr. Shivani R,22,Dentist,200,81% ,Baner,Pune
Dr. Supriya Murkute Munde,10,Dentist,300,94% ,Pimple Saudagar,Pune
Dr. Monalisa Debbarman,15,Ear-Nose-Throat (ENT) Specialist,650,100% ,Viman Nagar,Pune
Dr. Mukesh Vyas   (Physiotherapist),17,Physiotherapist,500,100% ,Kalewadi,Pune
Dr. Vinit Satish Patil   (Physiotherapist),17,Physiotherapist,500,100% ,Sinhagad Road,Pune
Dr. Hetal Vyas,21,Homoeopath,500,96% ,Viman Nagar,Pune
Dr. Hetal Mehta,12,Ophthalmologist,600,100% ,Sangvi,Pune
Dr. Vivek Deshmukh,16,Pain Management Specialist,1000,93% ,Deccan Gymkhana,Pune
Dr. Vaishnavi Mhapsekar Trimbake,7,Dentist,200,100% ,Kothrud,Pune
Dr. Pankaj Kharat,10,Sexologist,800,100% ,Warje,Pune
Dr. Sonia Gulwani,8,Dentist,500,97% ,Pimple Saudagar,Pune
Dr. K Anupama,14,Gynecologist/Obstetrician,600,98% ,Kharadi,Pune
Dr. Shweta Vijay Pawar,12,Homoeopath,1500,95% ,Shivajinagar,Pune
Dr. Jyothi Vinayan,7,Dentist,200,100% ,Prabhat Road,Pune
Dr. Yogesh Wankhede,8,Ayurveda,300,96% ,Aundh,Pune
Dr. Saina Elahi,11,Dentist,500,100% ,Shivajinagar,Pune
Dr. Sushama Surve Kunjir,15,Gynecologist/Obstetrician,700,100% ,Hadapsar,Pune
Dr. Sweta Kumar,13,Gynecologist/Obstetrician,800,93% ,Wakad,Pune
Dr. Nitin Maske,11,Dermatologist,500,97% ,FC Road,Pune
Dr. Siddhi Thuse,5,Dentist,300,100% ,Balewadi,Pune
Dr. Sherin Philip,8,Dentist,300,100% ,Shivajinagar,Pune
Dr. Priyanka Singh,5,Dentist,300,99% ,Kharadi,Pune
Dr. Ajay Devershi,13,General Surgeon,600,100% ,Kharadi,Pune
Dr. Rajarajeswari Patil,16,Dermatologist,700,96% ,Prabhat Road,Pune
Dr. Keerti Verma,13,Dermatologist,700,100% ,Shivajinagar,Pune
Dr. Aishwarya Magdum,5,Dentist,300,100% ,Hadapsar,Pune
Dr. Atul Sonawane,20,Orthopedist,600,100% ,Swargate,Pune
Dr. Manoj Pisal,17,Ayurveda,500,100% ,Wakad,Pune
Dr. Ashish Pramod Chaudhari,5,,500,100% ,Moshi,Pune
Mr. Gopal Bhagat,10,Psychologist,1500,97% ,Sadashiv Peth,Pune
Dr. Rahul Patil,17,Spine Surgeon,1000,100% ,Wakad,Pune
Dr. Amit Motwani,13,Ophthalmologist,1000,100% ,Viman Nagar,Pune
Dr. Anisha Raj,5,Dentist,200,100% ,Hadapsar,Pune
Dr. Poorva G,8,Dentist,200,100% ,Baner Road,Pune
Dr. Saloni  Shah,5,Dentist,300,87% ,Shivajinagar,Pune
Dr. Rupali Benade,18,Ayurveda,500,100% ,Baner,Pune
Dr. Chanchal Patil,6,Cosmetologist,500,100% ,Wakad,Pune
Dr. Paritosh Kabra,4,Dentist,400,89% ,Aundh,Pune
Ms. Roma Gupta,15,Dietitian/Nutritionist,700,100% ,Kalyani Nagar,Pune
Dr. Vaishnavi.B.Jaiswal   (Physiotherapist),8,Physiotherapist,400,100% ,Hinjewadi,Pune
Dr. Kishor Sharma,42,General Physician,300,93% ,Balewadi,Pune
Dr. Kajal Kadian,17,Homoeopath,700,100% ,NIBM,Pune
Dr. Aarushi Kinjalk,9,Dermatologist,800,100% ,Viman Nagar,Pune
Dr. Sucheta Talele,9,Gynecologist/Obstetrician,500,100% ,Hadapsar,Pune
Ms. Suhani Kumari,1,Dietitian/Nutritionist,700,100% ,Kalyani Nagar,Pune
Dr. Prince Prabhakar   (Physiotherapist),5,Physiotherapist,300,100% ,Pimple Saudagar,Pune
Dr. Laxman,15,Dentist,600,98% ,Dhole Patil Road,Pune
Dr. Rahul Kallianpur,29,Pediatrician,1000,89% ,Pimpri-Chinchwad,Pune
Dr. Lakshmi Kalbande,7,Gynecologist/Obstetrician,1000,98% ,Pimple Saudagar,Pune
Dr. Kanak Arya,5,Dentist,500,98% ,Viman Nagar,Pune
Dr. Darshan N Sonawane,17,Orthopedist,700,93% ,Baner,Pune
Dr. Varun Tomke,15,Dentist,300,97% ,Viman Nagar,Pune
Dr. Anjanikumar Malempati,31,Ear-Nose-Throat (ENT) Specialist,800,87% ,Sangvi,Pune
Dr. Abhijit Agashe,22,Orthopedist,500,94% ,Deccan Gymkhana,Pune
Dr. Shrirang Kulkarni,22,Orthopedist,1000,90% ,Pimpri-Chinchwad,Pune
Dr. Suruchi Mandrekar,27,Internal Medicine,550,95% ,Baner,Pune
Dr. Milind Kulkarni,18,General Physician,600,95% ,Vishrantwadi,Pune
Dr. Manish Mali,18,Nephrologist,1000,56% ,Pimpri-Chinchwad,Pune
Dr. Stuti Gandhi   (Physiotherapist),0,Physiotherapist,500,100% ,Wakad,Pune
Dr. Nyanisha Sachin Desai,14,Ayurveda,500,96% ,Bhosari,Pune
Mr. Kaushik Kumar,5,Dietitian/Nutritionist,1500,100% ,Bhugaon,Pune
Dr. Ajay Kothadiya,30,Ear-Nose-Throat (ENT) Specialist,600,96% ,Shivajinagar,Pune
Dr. Pranjal A. Bari,13,Dentist,300,94% ,Sinhagad Road,Pune
Dr. Kuldeep Dole,26,Ophthalmologist,500,100% ,Deccan Gymkhana,Pune
Dr. Satish Uchale,16,Orthopedist,400,94% ,Dhanori,Pune
Dr. Prakash Bhambure,21,Psychiatrist,1000,98% ,Satara Road,Pune
Dr. Gargi Patil,17,Dentist,200,98% ,Moshi,Pune
Dr. Pramod Jadhavar,24,Ayurveda,500,96% ,Pimpri-Chinchwad,Pune
Dr. Sandeep S. Kulkarni,20,Gastroenterologist,750,94% ,Deccan Gymkhana,Pune
Dr. Richa A. Mane,13,Dentist,100,97% ,Dhanori,Pune
Dr. Varsha Bodke,27,Dermatologist,600,88% ,Vishrantwadi,Pune
Dr. Sandeep Naphade,21,Plastic Surgeon,500,100% ,Deccan Gymkhana,Pune
Dr. Rachna Darak,5,Dentist,300,100% ,Wakad,Pune
Dr. Sandeep Tadas,29,Cardiac Surgeon,1000,100% ,Deccan Gymkhana,Pune
Dr. Vrushalee  Oke,12,Dentist,300,100% ,Kalyani Nagar,Pune
Dr. Swati Sulakshane,21,Laparoscopic Surgeon,600,99% ,Aundh,Pune
Dr. Rashmi Patil,14,Psychiatrist,1500,96% ,Lohegaon,Pune
Dr. Dhananjay Chavan,37,Dermatologist,1500,85% ,Kharadi,Pune
Dr. Ashutosh Shende,16,Dermatologist,600,98% ,Kothrud,Pune
Dr. Pandurang Sawant,14,Pediatrician,300,97% ,Dhanori,Pune
Dr. Sumitpal Bhatti,33,Ear-Nose-Throat (ENT) Specialist,700,82% ,Nagar Road,Pune
Dr. Varsha Rangari,22,Dermatologist,1000,90% ,Pimpri-Chinchwad,Pune
Dr. Vaishalee Kirane,29,Dermatologist,1000,89% ,Pimpri-Chinchwad,Pune
Dr. Abhijeet Palshikar,26,Cardiologist,750,78% ,Deccan Gymkhana,Pune
Dr. Prajakta Kale,18,Ayurveda,375,92% ,Kharadi,Pune
Dr. Mushfiya Bahrainwala,18,General Physician,400,100% ,Wanowrie,Pune
Dr. Shrihari Dhorepatil,42,General Surgeon,600,77% ,Kharadi,Pune
Dr. Sagar Bumb,29,Gynecologist/Obstetrician,500,100% ,Viman Nagar,Pune
Dr. Nikhil S. Parwate,23,Gynecologist/Obstetrician,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Nitin Pai,28,Gastroenterologist,1000,81% ,Shivajinagar,Pune
Dr. Reshma Sakharkar Patil,10,Dentist,300,100% ,Pimple Saudagar,Pune
Dr. Manoj Durairaj,28,Cardiothoracic Surgeon,700,100% ,Deccan Gymkhana,Pune
Dr. Kunal Janrao,12,Dentist,299,97% ,Aundh,Pune
Dr. Adesh Karwa,18,Ayurveda,500,99% ,Aundh,Pune
Dr. Anagha Dudhbhate,34,Dermatologist,800,98% ,Erandwane,Pune
Dr. Tejaswini Salunke,14,Dermatologist,600,100% ,Wanowrie,Pune
Dr. (Colonel) A.K Mehta,41,Sports Medicine Specialist,600,98% ,Magarpatta City,Pune
Dr. Arti Gosawi,12,Pediatrician,400,100% ,Pimple Saudagar,Pune
Dr. Mohita Goyal,23,Gynecologist/Obstetrician,600,95% ,Viman Nagar,Pune
Dr. Amit Nale,17,Sexologist,1000,99% ,Tilak Road,Pune
Dr. Mamta Dighe,29,Gynecologist/Obstetrician,900,96% ,Wakad,Pune
Dr. Shubhangi Jachak   (Physiotherapist),16,Physiotherapist,400,100% ,Dhanori,Pune
Dr. Deepa Karwa,17,Ayurveda,500,99% ,Aundh,Pune
Dr. Rahul Kothari,19,Gastroenterologist,800,91% ,Aundh,Pune
Dr. Mukta Rayate,25,Gynecologist/Obstetrician,600,99% ,Kothrud,Pune
Dr. Sada Singh Chyyo,32,Gynecologist/Obstetrician,600,100% ,Market Yard,Pune
Dr. Ashwini Margale,23,Gynecologist/Obstetrician,750,99% ,Aundh,Pune
Dr. Piyush Jain,16,Ophthalmologist,400,95% ,Kondhwa,Pune
Dr. Anshu S.R Sachdev,25,Orthopedist,850,95% ,Viman Nagar,Pune
Dr. Vaishali Chaudhary,30,Gynecologist/Obstetrician,800,97% ,Yerwada,Pune
Dr. Rajshree Patil,25,Dermatologist,500,90% ,Aundh,Pune
Ms. Piyusha Pande,4,Psychologist,1500,100% ,Baner Road,Pune
Dr. Yogesh Khanse,16,Ayurveda,300,98% ,Wakad,Pune
Dr. Anuj P Surana,18,General Physician,500,97% ,Kharadi,Pune
Dr. Ramesh Maheshwari,40,Sexologist,1000,86% ,Tilak Road,Pune
Dr. Vishal Rokade,24,Neurosurgeon,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Ved Pratap,16,Pediatrician,500,100% ,Mohammadwadi,Pune
Dr. Monika Mamidwar,20,General Physician,900,93% ,Pimple Saudagar,Pune
Dr. Nikhil Likhate,24,Orthopedist,500,94% ,Deccan Gymkhana,Pune
Dr. Dhaval Oswal,15,Dentist,100,96% ,Bibvewadi,Pune
Dr. Ashwini Kulkarni,11,Psychiatrist,1000,99% ,Pimpri-Chinchwad,Pune
Dr. Shashank Behere,23,Orthopedist,600,98% ,Aundh,Pune
Dr. Advait Kothurkar,27,General Surgeon,750,97% ,Deccan Gymkhana,Pune
Dr. Bhushan Mishal,10,Neurologist,1000,100% ,Pimpri-Chinchwad,Pune
Dr. L K Desai,28,Dermatologist,700,94% ,Sopan Baug,Pune
Dr. Pankaj Magar,15,Pulmonologist,700,95% ,Deccan Gymkhana,Pune
Dr. Sagar Khadilkar,27,Orthopedist,500,92% ,Wagholi,Pune
Dr. Sunita Umberkar,18,Gynecologist/Obstetrician,500,99% ,Bavdhan,Pune
Dr. K R Chandvania,44,Dermatologist,900,82% ,Pimpri-Chinchwad,Pune
Dr. Hina Kherajani,21,Dermatologist,700,95% ,Pimple Saudagar,Pune
Dr. Ashwini Dalavi,19,Dentist,300,98% ,Sasanenagar,Pune
Dr. Rangoli Jirwankar,8,Dermatologist,400,100% ,Wagholi,Pune
Dr. Bhushan Mhetre,18,Psychiatrist,1500,97% ,Warje,Pune
Dr. Anand Palimkar,26,Ophthalmologist,600,96% ,Viman Nagar,Pune
Dr. Sunita Kale,32,Gynecologist/Obstetrician,700,98% ,Karve Nagar,Pune
Dr. Asmita Potdar,21,Gynecologist/Obstetrician,900,90% ,Aundh,Pune
Dr. Vitthal Satav,26,Ophthalmologist,500,96% ,Viman Nagar,Pune
Dr. Rakesh Ranjan,15,General Surgeon,1250,89% ,Pimpri-Chinchwad,Pune
Dr. Jyoti Gulati,38,General Physician,1000,96% ,Aundh,Pune
Dr. Chinmay Ghaisas,12,Orthopedist,500,100% ,Deccan Gymkhana,Pune
Dr. Amruta Pramod Jadhavar,15,Ayurveda,500,97% ,Pimpri-Chinchwad,Pune
Dr. Pratibha Chavan,15,Gynecologist/Obstetrician,700,96% ,Pimple Saudagar,Pune
Dr. Karuna Soni,17,Dermatologist,600,98% ,Baner,Pune
Dr. Bipin B Vibhute,14,General Surgeon,1500,100% ,Deccan Gymkhana,Pune
Dr. Swati Phalle,13,Homoeopath,350,100% ,Kharadi,Pune
Dr. Dnyanesh Gaware,38,Cardiologist,1000,94% ,Kalyani Nagar,Pune
Dr. Mukesh Budhwani,21,General Physician,650,87% ,Viman Nagar,Pune
Dr. M. Sajid Mughal,14,Cosmetologist,600,98% ,BT Kawade Road,Pune
Dr. Priyanka Tidke,17,Dentist,300,100% ,Viman Nagar,Pune
Dr. Nitin Pathak,11,Vascular Surgeon,850,100% ,Kharadi,Pune
Dr. Anand Nadkarni,24,Cardiac Surgeon,1000,99% ,Kothrud,Pune
Dr. Anil Chittake,26,Gynecologist/Obstetrician,700,98% ,Baner,Pune
Dr. Pallavi Ahire Shelke,16,Hair Transplant Surgeon,600,97% ,Baner,Pune
Dr. Avinash Inamdar,38,Cardiologist,1500,99% ,Aundh,Pune
Dr. Dnyaneshwar Patil,13,Dentist,550,100% ,Pimpri-Chinchwad,Pune
Dr. Pradeep Kumari,20,Dermatologist,700,96% ,Viman Nagar,Pune
Dr. Shital Pokharkar Khedkar,17,Ear-Nose-Throat (ENT) Specialist,300,86% ,Moshi,Pune
Dr. Girish Date,42,Internal Medicine,500,100% ,Deccan Gymkhana,Pune
Dr. Ravindra Borade,16,Ayurveda,450,99% ,Kasarwadi,Pune
Dr. Sanjay Erande,17,Sexologist,1000,98% ,Bhosari,Pune
Dr. Abhijit Lonari,14,Orthopedist,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Rakesh R. Prasad,29,Dentist,500,96% ,Pimpri-Chinchwad,Pune
Dr. Manoj Naik,37,General Physician,500,67% ,Deccan Gymkhana,Pune
Dr. Tarun K. Jeloka,27,Nephrologist,900,98% ,Baner,Pune
Dr. Vinod Gore,24,General Surgeon,900,100% ,Deccan Gymkhana,Pune
Dr. R.Nagarajan,16,Endocrine Surgeon,1000,94% ,Pimpri-Chinchwad,Pune
Dr. Amit Sakaria,19,General Physician,600,100% ,Kalyani Nagar,Pune
Dr. Jaipalreddy,19,Oncologist,1000,98% ,Pimpri-Chinchwad,Pune
Dr. Sanjay Kolte,26,General Surgeon,700,97% ,Aundh,Pune
Dr. Prakash D Valse,22,GastroIntestinal Surgeon,800,100% ,Pimple Saudagar,Pune
Dr. Charumitra Salvi,29,Ayurveda,250,99% ,Kothrud,Pune
Dr. Dushyant Khedikar,22,Ear-Nose-Throat (ENT) Specialist,500,96% ,Wakad,Pune
Dr. Sushrut A. Badve,24,Orthopedist,750,100% ,Deccan Gymkhana,Pune
Dr. Nilanjan Banerjee,26,General Physician,600,100% ,Wanowrie,Pune
Dr. Vrushali Naik,18,General Physician,450,98% ,Kothrud,Pune
Dr. Charu Jagdish Chandra Gupta,27,Gynecologist/Obstetrician,500,98% ,Wanowrie,Pune
Dr. Sonali Deshmukh,29,Dentist,500,100% ,Prabhat Road,Pune
Dr. Meenal Agarwal,21,Geneticist,1000,100% ,Pimpri-Chinchwad,Pune
Ms. Akshaya Jain,7,Cosmetologist,750,96% ,Koregaon Park,Pune
Dr. Wategaonkar Ravikumar Narayan,12,Oncologist,1000,90% ,Pimpri-Chinchwad,Pune
Dr. Kunal Jadhav,15,Neurologist,1000,94% ,Wakad,Pune
Dr. Aniket  Patil,19,Orthopedist,500,97% ,Kharadi,Pune
Dr. Jayashree D. Mahajan,18,Dentist,200,98% ,Sangavi,Pune
Dr. Sagar Jangam,13,Dentist,600,100% ,Pimpri-Chinchwad,Pune
Dr. Shilpi Vijay   (Physiotherapist),17,Physiotherapist,300,100% ,Pimple Saudagar,Pune
Dr. Sarika Sonawane,16,Ear-Nose-Throat (ENT) Specialist,600,98% ,Baner,Pune
Dr. Priti Mangesh Deshmukh,18,Ayurveda,400,99% ,Pimpri-Chinchwad,Pune
Dr. Kulkarni Ajit,23,Pulmonologist,750,100% ,Deccan Gymkhana,Pune
Dr. Raman Gaikwad,16,Infectious Diseases Physician,750,83% ,Deccan Gymkhana,Pune
Dr. Bharati Kurulkar,36,Dentist,300,97% ,Paud Road,Pune
Dr. Gajanan S Manamwar,13,Ayurveda,400,92% ,Hinjewadi,Pune
Dr. Vijay Deshmukh,31,Dentist,500,96% ,Prabhat Road,Pune
Dr. Arti Sutrawe-Bhasme,17,Dermatologist,700,97% ,Kharadi,Pune
Dr. Roshita Khare,18,Psychiatrist,1400,98% ,Baner,Pune
Dr. Smita Joshi,26,Homoeopath,850,98% ,Kothrud,Pune
Dr. Mangala Wani,40,Gynecologist/Obstetrician,700,91% ,Model Colony,Pune
Dr. Nilesh M. Bhandari,20,Neurologist,1200,74% ,Aundh,Pune
Dr. Uttam Sidhaye,23,Spine And Pain Specialist,1000,100% ,Kothrud,Pune
Dr. Priti V. Deokar,29,Acupuncturist,900,97% ,Range Hill,Pune
Dr. Hemant Prakash Palkar,21,Pediatrician,1000,100% ,Pimpri-Chinchwad,Pune
Dr. Bhushan Bari,20,Cardiologist,800,100% ,Wanowrie,Pune
Dr. Mukta P Umarji,41,Gynecologist/Obstetrician,600,97% ,Baner,Pune
Dr. Sunita Gallani,37,Dentist,500,95% ,Aundh,Pune
Dr. Prasad Bhate,18,Gastroenterologist,750,91% ,Pimpri-Chinchwad,Pune
Dr. Manjusha Yetalkar,26,Gynecologist/Obstetrician,600,95% ,Pimple Saudagar,Pune
Dr. Reshu Agrawal,16,Internal Medicine,550,84% ,Baner,Pune
Dr. Amey Kelkar,14,Dermatologist,600,98% ,Kothrud,Pune
Dr. Jaya Kochure,16,Ear-Nose-Throat (ENT) Specialist,1000,89% ,Pimpri-Chinchwad,Pune
Dr. Mrunmaya Panda,16,Gastroenterologist,1250,76% ,Pimpri-Chinchwad,Pune
Dr. Rudhee Sehgal,5,General Surgeon,500,100% ,Boat Club Road,Pune
Dr. Durga Karne,22,Gynecologist/Obstetrician,500,96% ,Sinhagad Road,Pune
Dr. Madhuri Roy,26,Gynecologist/Obstetrician,700,96% ,Hinjewadi,Pune
Dr. Shail Jaggi,29,Dentist,300,97% ,Koregaon Park,Pune
Dr. Umamaheshwari Nilange,13,Gynecologist/Obstetrician,500,100% ,Wakad,Pune
Dr. Sameer Sahay,15,General Physician,2000,99% ,Koregaon Park,Pune
Dr. Prashant. A. Mutalik,26,General Physician,200,97% ,Bhavani Peth,Pune
Dr. Abhijeet Joshi,33,Cardiologist,1000,99% ,Shivajinagar,Pune
Dr. Rashmi Aderao,13,Dermatologist,500,86% ,Kothrud,Pune
Dr. Swati Kulkarni,22,Homoeopath,500,98% ,Magarpatta City,Pune
Dr. Anand Jadhav,34,Orthopedist,550,100% ,Baner,Pune
Dr. Rajiv Sethi,25,Cardiologist,1000,36% ,Pimpri-Chinchwad,Pune
Dr. Bhoopat Singh Bhati,22,Urologist,1200,97% ,Viman Nagar,Pune
Dr. Pooja Nande   (Physiotherapist),24,Physiotherapist,500,99% ,Viman Nagar,Pune
Dr. Archana Dixit,23,Dentist,300,98% ,Viman Nagar,Pune
Dr. Praful Rawate,12,Orthopedist,1000,86% ,Pimpri-Chinchwad,Pune
Dr. Seema Jain,28,Gynecologist/Obstetrician,750,93% ,Pimple Saudagar,Pune
Dr. Greeshma Bhandari,20,General Physician,400,100% ,Wakad,Pune
Dr. Prashant Baspure,19,Sexologist,1500,98% ,Aundh,Pune
Dr. Suresh Kumar Sinha,43,General Physician,1000,67% ,Pimpri-Chinchwad,Pune
Mr. Ashutosh Dubey,16,Audiologist,800,98% ,Wakad,Pune
Dr. Shivadev M,17,Sexologist,1500,99% ,Aundh,Pune
Dr. Ramesh Ranka,26,Orthopedist,750,89% ,Swargate,Pune
Dr. Vrushali Inamke,15,Ophthalmologist,500,97% ,Wakad,Pune
Dr. Ajit kumar,32,Ophthalmologist,600,100% ,Hadapsar,Pune
Dr. Awanti,20,Dentist,300,96% ,Wadgaon Sheri,Pune
Dr. Snehal Pharande,21,Dentist,400,98% ,Aundh,Pune
Dr. Lalit Shimpi,30,Gastroenterologist,1200,97% ,Deccan Gymkhana,Pune
Dr. Kashinath Shridhar Bangar,19,Pain Management Specialist,500,99% ,Deccan Gymkhana,Pune
Dr. Syam Bhargavan,23,Ayurveda,500,95% ,Magarpatta City,Pune
Dr. Sudhir A Jadhav,19,Bariatric Surgeon,650,100% ,Kharadi,Pune
Dr. Sujit M Ghorpade,25,Dentist,400,99% ,Baner,Pune
Dr. Anshu Sethi,32,Pediatrician,500,96% ,Aundh,Pune
Dr. Shruty Dumbre,30,Ayurveda,600,97% ,Sinhagad Road,Pune
Dr. Neeraj Rayate,25,Laparoscopic Surgeon,500,99% ,Baner,Pune
Dr. Gaurav Gupta,19,Dentist,300,99% ,Wanowrie,Pune
Dr. Asha Gavade,18,Gynecologist/Obstetrician,500,96% ,Hadapsar,Pune
Dr. M B Pethe,53,Psychiatrist,1000,86% ,Wanowrie,Pune
Dr. Nandita Bhati,18,Dentist,300,99% ,Hinjewadi,Pune
Dr. Madhuri Burande Laha,26,Gynecologist/Obstetrician,750,92% ,Kharadi,Pune
Dr. Sameer Dolare,23,Dentist,300,99% ,Sahakar Nagar,Pune
Dr. Anamika Gupta,20,Dentist,400,94% ,Pimple Saudagar,Pune
Dr. Hiralal Chaudhari,22,Urologist,700,96% ,Aundh,Pune
Dr. Mugdha Joshi,18,Gynecologist/Obstetrician,500,99% ,Bavdhan,Pune
Dr. Sanchita Kant Pathak,14,Dentist,200,99% ,Aundh,Pune
