Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Banerjee Debashish,38,general surgeon,1000,83% ,Dhakuria,Kolkata
Dr. Debkumar Ray,35,general surgeon,1000,100% ,Salt Lake,Kolkata
Dr. Samindra Nath Basak,37,general surgeon,1000,100% ,Dhakuria,Kolkata
Dr. Prasenjit Bhattacharya,11,general surgeon,1200,100% ,Bhawanipore,Kolkata
Dr. S S Sen,23,general surgeon,3000,100% ,Dhakuria,Kolkata
Dr. Naba Kumar Saha,27,general surgeon,700,100% ,Alipore,Kolkata
Dr. T A Ghazali,26,general surgeon,800,100% ,Salt Lake,Kolkata
Dr. Arghya Basu,14,general surgeon,1000,100% ,Beliaghata,Kolkata
Dr. Dwaipayan Saha,15,general surgeon,1100,100% ,Beliaghata,Kolkata
Dr. Susmit Naskar,15,spine surgeon (ortho),800,98% ,Gariahat,Kolkata
Dr. Anant Kumar Garg,19,spine surgeon (ortho),500,100% ,New Town,Kolkata
Dr. Shumayou Dutta,14,spine surgeon (ortho),1000,96% ,Ballygunge,Kolkata
Dr. Sanjoy Biswas,17,spine surgeon (ortho),1000,96% ,Salt Lake,Kolkata
Dr. Sagnik Ray,14,spine surgeon (ortho),400,67% ,Khardaha,Kolkata
Dr. Sumit Karak,14,spine surgeon (ortho),600,100% ,Teghoria,Kolkata
Dr. Aranyak Sarkar,11,spine surgeon (ortho),500,100% ,New Town,Kolkata
Dr. Anindya Basu,12,spine surgeon (ortho),500,67% ,Park Street,Kolkata
Dr. Debjyoti Dutta,19,spine and pain specialist,1200,97% ,Northern Avenue,Kolkata
Dr. Susmit Naskar,15,spine and pain specialist,800,98% ,Gariahat,Kolkata
Dr. Krishna Poddar,35,spine and pain specialist,1200,92% ,Salt Lake,Kolkata
Dr. Anirban Pal,23,spine and pain specialist,500,100% ,Gariahat,Kolkata
Dr. Anant Kumar Garg,19,spine and pain specialist,500,100% ,New Town,Kolkata
Dr. Gautam Das,29,spine and pain specialist,1500,98% ,New Town,Kolkata
Dr. Shumayou Dutta,14,spine and pain specialist,1000,96% ,Ballygunge,Kolkata
Dr. Sanjoy Biswas,17,spine and pain specialist,1000,96% ,Salt Lake,Kolkata
Dr. M. M. Ray,54,spine and pain specialist,500,86% ,New Town,Kolkata
Dr. Deep Chakraborty,12,spine and pain specialist,700,100% ,Lake Town,Kolkata
Dr. Angshumitra Chowdhary,19,spine and pain specialist,500,100% ,Lansdowne Market,Kolkata
Dr. Aranyak Sarkar,11,spine and pain specialist,500,100% ,New Town,Kolkata
Dr. Shuvro Sengupta,28,dental surgeon,300,100% ,Keshtopur,Kolkata
Dr. Sukirti Mandal Biswas,9,dental surgeon,400,91% ,New Alipore,Kolkata
Dr. Ankur Gupta,11,dental surgeon,200,98% ,Park Street,Kolkata
Dr. Archit Kedia,18,dental surgeon,500,100% ,Salt Lake,Kolkata
Dr. Radhika V Goel,11,dental surgeon,500,97% ,Kasba,Kolkata
Dr. Aditya Tiwary,18,dental surgeon,1000,100% ,Sarat Bose Road,Kolkata
Dr. Dilip Purohit,10,dental surgeon,500,99% ,Sirity,Kolkata
Dr. Pooja Mehta,13,dental surgeon,500,100% ,Sarat Bose Road,Kolkata
Dr. Anuradha Bose,11,dental surgeon,500,86% ,New Town,Kolkata
Dr. Saikat Deb,27,dental surgeon,600,82% ,Beliaghata,Kolkata
Dr. Sanket Chakraverty,14,dental surgeon,300,99% ,Rajarhat,Kolkata
Dr. Ruchi Lohia,24,dental surgeon,300,99% ,Salt Lake,Kolkata
Dr. Sultan Ali,10,dental surgeon,500,99% ,Bowbazar,Kolkata
Dr. Rohini Gupta,13,dental surgeon,500,98% ,Salt Lake,Kolkata
Dr. Sawon Barman,26,dental surgeon,500,91% ,Haridevpur,Kolkata
Dr. Soumya Ray,16,dental surgeon,500,97% ,Lake Town,Kolkata
Dr. Angshuman Bhattacharya,24,dental surgeon,900,96% ,Ballygunge,Kolkata
Dr. Subhas Seth,22,dental surgeon,500,100% ,Tollygunge,Kolkata
Dr. Soumya Bandhopadhyay,21,dental surgeon,600,99% ,New Alipore,Kolkata
Dr. Payal Kedia,6,dental surgeon,400,97% ,Salt Lake,Kolkata
Dr. Payal Kedia,6,dental surgeon,400,97% ,Salt Lake,Kolkata
Dr. Anirban Bhattacharyya,24,dental surgeon,1000,94% ,Kankurgachi,Kolkata
Dr. Soumo Mitra,16,dental surgeon,1000,95% ,Kankurgachi,Kolkata
Dr. Shatarupa Saha,10,dental surgeon,500,100% ,Jadavpur,Kolkata
Dr. Abhirup Goswami,11,dental surgeon,1000,94% ,Kankurgachi,Kolkata
Dr. Suchismita Das,13,dental surgeon,400,96% ,Santoshpur,Kolkata
Dr. Ashish Poddar,16,dental surgeon,500,98% ,Chittaranjan Avenue,Kolkata
Dr. Anjali Singh,17,dental surgeon,800,97% ,New Town,Kolkata
Dr. Surabhi Roy,6,dental surgeon,350,100% ,Mukundapur,Kolkata
Dr. Biswajit Panda,12,dental surgeon,1000,99% ,Tollygunge,Kolkata
Dr. Prasenjit Saha,17,dental surgeon,400,98% ,Dumdum,Kolkata
Dr. Shirish Dubey,14,dental surgeon,1000,90% ,Kasba,Kolkata
Dr. Simantini Bhattacharjee,9,dental surgeon,800,100% ,Minto Park,Kolkata
Dr. Shilpa Tharad,15,dental surgeon,500,50% ,Sirity,Kolkata
Dr. Ayon Gupta,13,dental surgeon,1000,100% ,Kankurgachi,Kolkata
Dr. Arpita Saha Ray,7,dental surgeon,500,67% ,Sirity,Kolkata
Dr. Subhrajyoti Mukherjee,21,dental surgeon,1000,100% ,Kankurgachi,Kolkata
Dr. Rahul Ghosh,6,dental surgeon,400,100% ,Haltu,Kolkata
Dr. Dhiman Ghosh,4,dental surgeon,400,100% ,Haltu,Kolkata
Dr. Aureus D Sanyal,12,dental surgeon,500,100% ,Salt Lake,Kolkata
Dr. Subhadeep Roy,10,neuropsychiatrist,1000,94% ,Park Circus,Kolkata
Dr. Indranil Saha,24,neuropsychiatrist,2500,100% ,Garia,Kolkata
Dr. Arnab Ghosh Hajra,16,neuropsychiatrist,2000,98% ,Baghbazar,Kolkata
Dr. Shreyasi Paul,6,neuropsychiatrist,600,100% ,New Town,Kolkata
Dr. Krishanu Chakrabarty,8,neuropsychiatrist,800,100% ,Dumdum,Kolkata
Dr. Ankit Halder,5,neuropsychiatrist,800,100% ,Ganguly Bagan,Kolkata
Dr. Bappaditya Chowdhury,21,neuropsychiatrist,800,99% ,Minto Park,Kolkata
Dr. Era S. Dutta,14,neuropsychiatrist,3000,100% ,Ballygunge,Kolkata
Dr. Devashish Konar,40,neuropsychiatrist,1300,50% ,Bhawanipore,Kolkata
Dr. Angshuman Das,23,neuropsychiatrist,600,95% ,Lake Gardens,Kolkata
Dr. Amitava Das,19,neuropsychiatrist,500,100% ,Bansdroni,Kolkata
Dr. Syed Naiyer Ali,15,neuropsychiatrist,500,100% ,New Town,Kolkata
Dr. Ambarish Ghosh,13,neuropsychiatrist,500,100% ,Behala,Kolkata
Dr. Ajay Halder,15,neuropsychiatrist,400,86% ,Barasat,Kolkata
Dr. Swapanjit Sarma,13,neuropsychiatrist,500,100% ,Behala,Kolkata
Dr. Sharmila Sarkar,21,neuropsychiatrist,500,67% ,Dumdum,Kolkata
Dr. Rishi Raj   (Physiotherapist),19,neuro physiotherapist,500,100% ,Baghajatin,Kolkata
Dr. Swati Gupta   (Physiotherapist),11,neuro physiotherapist,500,100% ,A.J.C.Bose Road,Kolkata
Dr. Rajan Kumar,24,neurosurgeon,1000,98% ,Mukundapur,Kolkata
Dr. R N Bhattacharya,18,neurosurgeon,1200,93% ,Dhakuria,Kolkata
Dr. Dipendra Kumar Pradhan,42,neurosurgeon,1200,100% ,Mukundapur,Kolkata
Dr. Rajan Kumar,24,spine surgeon (neuro),1000,98% ,Mukundapur,Kolkata
Dr. Amitabha Das,18,spine surgeon (neuro),1200,100% ,Elgin,Kolkata
Dr. Sunandan Basu,10,spine surgeon (neuro),1000,100% ,Mukundapur,Kolkata
Dr. Sanjeev Dhanuka,24,spine surgeon (neuro),550,43% ,Ultadanga,Kolkata
Dr. Shyam Kishore Mishra,25,spine surgeon (neuro),1200,67% ,Kalikapur,Kolkata
Dr. Vineet Jain,12,general physician,400,100% ,Saket Colony,Agra
Dr. Sangita Malhotra,36,general physician,300,96% ,Shahaganj,Agra
Dr. Sanjeev Lawania,29,general physician,500,100% ,Civil Line,Agra
Dr. Arun agarwal,33,general physician,500,90% ,Kamla Nagar,Agra
Dr. B. K. Agarwal,33,general physician,200,100% ,Shahaganj,Agra
Dr. Prof. Narendra Malhotra,40,general physician,600,75% ,Sikandra,Agra
Dr. Prabhat Agrawal,15,general physician,500,100% ,Panchkuian,Agra
Dr. Atish Sharma,41,general physician,200,100% ,Shaheed Nagar,Agra
Dr. Jawahar Garg,40,general physician,300,100% ,Belan Ganj,Agra
Dr. Durgesh Sharma,18,general physician,300,100% ,Arjun Nagar,Agra
Dr. Anand Agarwal,44,general physician,500,100% ,Civil Line,Agra
Dr. R. S. Verma,44,general physician,100,97% ,Nagla Patam,Agra
Dr. Anita Gupta,51,general physician,200,100% ,Civil Line,Agra
Dr. K. D. Gupta,32,general physician,300,97% ,Avas Vikas Colony,Agra
Dr. Girish Narayan Gupta,48,general physician,200,100% ,Civil Line,Agra
Dr. Animesh Gupta,8,general physician,500,100% ,Khandari,Agra
Dr. Vinod Kumar Bansal,39,general physician,90,100% ,Loha Mandi,Agra
Dr. G.S. Bindra,38,general physician,100,100% ,Shahaganj,Agra
Dr. B.K. Gupta,48,general physician,200,100% ,Dayal Bagh,Agra
Dr. S. K. Mittal,50,general physician,150,100% ,Kheria,Agra
Dr. S.K.Verma,11,general physician,300,91% ,Bodla,Agra
Dr. R. D. Shukla,40,general physician,300,100% ,Rajpur,Agra
Dr. Y. B. Agarwal,51,general physician,400,75% ,Trans Yamuna Colony,Agra
Dr. Prashant Gupta,12,general physician,400,100% ,Rajpur,Agra
Dr. Ashok Katra,26,general physician,150,100% ,Arjun Nagar,Agra
Dr. Preeti Aggarwal,30,general physician,400,50% ,Delhi Gate,Agra
Dr. Leena Chauhan,19,general physician,200,100% ,Avas Vikas Colony,Agra
Dr. Shubham Jain,5,general physician,500,100% ,Civil Line,Agra
Dr. Ajay Gupta,33,general physician,1000,100% ,New Agra,Agra
Dr. Karan R Rawat,11,general surgeon,750,100% ,Civil Line,Agra
Dr. P. K. Gupta,35,general surgeon,500,73% ,Arjun Nagar,Agra
Dr. M. C. Singhal,48,general surgeon,300,100% ,Civil Line,Agra
Dr. Jagat Pal Singh,11,general surgeon,500,96% ,Avas Vikas Colony,Agra
Dr. Rishi Mahajan,38,general surgeon,500,100% ,Jaipur House Colony,Agra
Dr. Alka Sen,34,general surgeon,200,80% ,Shahaganj,Agra
Dr. Ankur Bansal,16,general surgeon,150,60% ,Namner,Agra
Dr. Satyendra Kumar Chandra,26,general surgeon,500,67% ,Tajganj,Agra
Dr. Devashish Sharma,11,spine surgeon (ortho),500,56% ,Pratap Pura,Agra
Dr. Sumit Kumar Agarwal,13,dental surgeon,400,99% ,Kamla Nagar,Agra
Dr. Amit Singh,20,dental surgeon,200,98% ,Sanjay Place,Agra
Dr. Prafull Das Gupta,15,dental surgeon,200,99% ,Shaheed Nagar,Agra
Dr. Sparsh Nigam,9,dental surgeon,300,99% ,Sikandra,Agra
Dr. Ajay Kumar Agarwal,20,dental surgeon,300,88% ,Jaipur House Colony,Agra
Dr. Mohit Gupta,12,dental surgeon,100,98% ,Kamla Nagar,Agra
Dr. Manish Kumar Jain,17,dental surgeon,150,94% ,Chhipitola,Agra
Dr. Sudhir Goel,14,dental surgeon,200,91% ,Arjun Nagar,Agra
Dr. Sunaina Gupta,9,dental surgeon,300,100% ,Vibhav Nagar,Agra
Dr. Aseem Shiromany,17,dental surgeon,300,96% ,Balu Ganj,Agra
Dr. Shivalika Sharma,9,dental surgeon,100,100% ,Shahaganj,Agra
Dr. Dinesh Singh Rathor,19,neuropsychiatrist,700,100% ,Gandhi Nagar,Agra
Dr. Amarpreet Singh,12,neuropsychiatrist,400,100% ,Trans Yamuna Colony,Agra
Dr. J.S. Indolia   (Physiotherapist),11,neuro physiotherapist,300,100% ,Dayal Bagh,Agra
Dr. Sukumar Pandya   (Physiotherapist),14,neuro physiotherapist,350,100% ,Vibhav Nagar,Agra
Dr. Alok Gupta,26,neurosurgeon,300,83% ,Sanjay Place,Agra
Dr. Namit Singhal,16,neurosurgeon,500,71% ,Civil Line,Agra
Dr. Saurabh Sharma,16,neurosurgeon,700,100% ,Lawyer's Colony,Agra
Dr. Namit Singhal,16,spine surgeon (neuro),500,71% ,Civil Line,Agra
Dr. Peeyush Chandra,30,general physician,400,83% ,M G Marg,Allahabad
Dr. Akhilesh Kumar,47,general physician,80,100% ,Rajrooppur,Allahabad
Dr. Sushil Kumar Mishra,19,general physician,300,67% ,George Town,Allahabad
Dr. Ram Niwas Gupta,57,general physician,300,100% ,Bahadurganj,Allahabad
Dr. SJ Jaiswal,29,general physician,250,100% ,Rajrooppur,Allahabad
Dr. V K Gupta,47,general physician,200,100% ,Allahabad,Allahabad
Dr. Amit Vyas,39,general physician,100,100% ,Rajrooppur,Allahabad
Dr. S N Gupta,48,general physician,300,100% ,Katra,Allahabad
Dr. Ashwin Singh,4,general physician,1000,100% ,George Town,Allahabad
Dr. Sneh Prakash Pandey,9,general physician,500,100% ,Naini,Allahabad
Dr. Nirmal Agarwal,48,general physician,200,89% ,Allahabad,Allahabad
Dr. Sandeep Singh,14,general physician,200,25% ,Bamrauli,Allahabad
Dr. V. Prakash,20,general physician,700,100% ,Rajrooppur,Allahabad
Dr. V K Tripathi,8,general physician,200,100% ,Katra,Allahabad
Dr. Vikas Kumar Srivastava,10,general physician,700,100% ,Tagore Town,Allahabad
Dr. Asna Khan,8,general physician,500,100% ,Civil Lines,Allahabad
Dr. Anurag Agarwal,26,general physician,300,100% ,Rajrooppur,Allahabad
Dr. Siddharth Madnani,7,general physician,500,100% ,Allahabad,Allahabad
Dr. Arpit Bansal,3,general surgeon,500,100% ,Bai Ka Bagh,Allahabad
Dr. Sanjay Tiwari,14,general surgeon,500,100% ,George Town,Allahabad
Dr. Rajesh Singh,23,spine surgeon (ortho),300,80% ,Dhoomanganj,Allahabad
Dr. Mukesh Basantani,20,dental surgeon,100,96% ,Lukerganj,Allahabad
Dr. S.P.Shukla,23,dental surgeon,500,99% ,Allahabad Kty.,Allahabad
Dr. Prateek Pandey,11,dental surgeon,200,98% ,Civil Lines,Allahabad
Dr. Imran Ahmed,16,dental surgeon,200,98% ,Civil Lines,Allahabad
Dr. Anupama Yadav,21,dental surgeon,100,96% ,Zero Road,Allahabad
Dr. Nadeem Javed,22,dental surgeon,100,100% ,Allahabad,Allahabad
Dr. Rajni Shukla,11,dental surgeon,100,98% ,New Bairahana,Allahabad
Dr. Jagdambey Gupta,10,dental surgeon,100,99% ,Rajrooppur,Allahabad
Dr. Amod Kumar Chand,10,dental surgeon,200,100% ,Allenganj,Allahabad
Dr. Karan Chauhan,21,dental surgeon,300,83% ,M G Marg,Allahabad
Dr. Rajeev Tripathi,12,dental surgeon,300,100% ,Prayag,Allahabad
Dr. Akshat Awasthi,11,dental surgeon,100,100% ,Sulem Sarai,Allahabad
Dr. Vinay Pandey,13,dental surgeon,150,100% ,Allahpur,Allahabad
Dr. Pushkar Nigam,13,neuropsychiatrist,400,97% ,Mamfordganj,Allahabad
Dr. Rakesh Kumar Paswan,14,neuropsychiatrist,700,25% ,Katra,Allahabad
Dr. Nitesh Singh,9,neuropsychiatrist,300,100% ,Rajrooppur,Allahabad
Dr. Mohammed Raza,11,general physician,500,75% ,Indrapuri,Bhopal
Dr. S S Rajput,37,general physician,500,100% ,Bagh Swaniya,Bhopal
Dr. Nilay Singh Rajput,10,general physician,500,90% ,Bagh Swaniya,Bhopal
Dr. J. P. Chowdhary,36,general physician,500,80% ,Kolar Road,Bhopal
Dr. Amit Samadhiya,9,general physician,200,97% ,Nehru Nagar,Bhopal
Dr. Sushil Jindal,37,general physician,1600,100% ,MP Nagar,Bhopal
Dr. Harsha Pamnani,12,general physician,500,67% ,Kolar Road,Bhopal
Dr. Pramod Jain,47,general physician,500,100% ,Arera Colony,Bhopal
Dr. Ajay Gupta,26,general physician,200,71% ,Gautam Nagar,Bhopal
Dr. T N Dubey,28,general physician,500,98% ,South T.T. Nagar,Bhopal
Dr. Vijay Kumar Nandmer,25,general physician,500,100% ,South T.T. Nagar,Bhopal
Dr. Shahab,49,general physician,300,86% ,Jahangirabad,Bhopal
Dr. P.S Bindra,37,general physician,300,100% ,Gulmohar Colony,Bhopal
Dr. Tarun Kumar Sainia,18,general physician,300,100% ,Kolar Road,Bhopal
Dr. Vijaya Pethia,43,general physician,200,100% ,Arera Colony,Bhopal
Dr. Mohammed Raza,11,general physician,500,75% ,Indrapuri,Bhopal
Dr. S S Rajput,37,general physician,500,100% ,Bagh Swaniya,Bhopal
Dr. Nilay Singh Rajput,10,general physician,500,90% ,Bagh Swaniya,Bhopal
Dr. J. P. Chowdhary,36,general physician,500,80% ,Kolar Road,Bhopal
Dr. Amit Samadhiya,9,general physician,200,97% ,Nehru Nagar,Bhopal
Dr. Sushil Jindal,37,general physician,1600,100% ,MP Nagar,Bhopal
Dr. Harsha Pamnani,12,general physician,500,67% ,Kolar Road,Bhopal
Dr. Pramod Jain,47,general physician,500,100% ,Arera Colony,Bhopal
Dr. Ajay Gupta,26,general physician,200,71% ,Gautam Nagar,Bhopal
Dr. T N Dubey,28,general physician,500,98% ,South T.T. Nagar,Bhopal
Dr. Vijay Kumar Nandmer,25,general physician,500,100% ,South T.T. Nagar,Bhopal
Dr. Shahab,49,general physician,300,86% ,Jahangirabad,Bhopal
Dr. P.S Bindra,37,general physician,300,100% ,Gulmohar Colony,Bhopal
Dr. Tarun Kumar Sainia,18,general physician,300,100% ,Kolar Road,Bhopal
Dr. Vijaya Pethia,43,general physician,200,100% ,Arera Colony,Bhopal
Dr. H.M. Dheer,38,general physician,62,100% ,Arera Colony,Bhopal
Dr. Prashant Pathak,45,general physician,300,100% ,Arera Colony,Bhopal
Dr. Paras Kumar Jain,56,general physician,100,91% ,Kotra Chopra,Bhopal
Dr. G.P Chanchalani,55,general physician,300,67% ,Shahajahanabad,Bhopal
Dr. V. K. D. Joseph,27,general physician,100,97% ,Barkatulla University,Bhopal
Dr. Rekha Mehani,34,general physician,80,97% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Sumit Bhatnagar,15,general physician,500,100% ,Rachna Nagar,Bhopal
Dr. Rakesh Singh Jagat,18,general physician,500,95% ,Indrapuri,Bhopal
Dr. Saurabh Tiwari,4,general physician,300,100% ,MP Nagar,Bhopal
Dr. Arun Khare,45,general physician,150,100% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. R K Gupta,48,general physician,200,100% ,Kolar Road,Bhopal
Dr. Sudhir Chaurasia,42,general physician,250,100% ,Arera Hills,Bhopal
Dr. Atul Singhai,22,general physician,300,100% ,Kohefiza,Bhopal
Dr. Arunesh Tiwari,32,general physician,100,100% ,Chandbad,Bhopal
Dr. Ramesh Shandilya,39,general physician,200,100% ,Kotra Chopra,Bhopal
Dr. Suresh Jain,44,general physician,300,100% ,Indrapuri,Bhopal
Dr. Rajneesh Gour,18,general physician,500,94% ,Arera Colony,Bhopal
Dr. Ritesh Shrivastava,25,general physician,300,100% ,Baghmugalia,Bhopal
Dr. Rajesh Verma,30,general physician,200,100% ,Jahangirabad,Bhopal
Dr. Ullas Bhatnagar,41,general physician,500,40% ,Bawadia Kalan,Bhopal
Dr. Rakesh Bajaj,28,general physician,200,100% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Nitika Bansal,13,general physician,500,100% ,Indrapuri,Bhopal
Dr. Atulya Saurabh,30,general physician,700,100% ,Arera Colony,Bhopal
Dr. Vasant Khandekar,48,general physician,500,100% ,Arera Colony,Bhopal
Dr. Nisha Badwe,36,general physician,300,100% ,Gautam Nagar,Bhopal
Dr. Promise Jain,17,general physician,700,100% ,Arera Colony,Bhopal
Dr. Anita Guru,24,general physician,300,100% ,North T.T.Nagar,Bhopal
Dr. Anand Sthapak,24,general physician,200,100% ,Bairagarh,Bhopal
Dr. Sanat Singh,21,general physician,200,100% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Sabyasachi,27,general physician,200,100% ,Gautam Nagar,Bhopal
Dr. Pratibha Jha,4,general physician,300,100% ,Shivaji Nagar,Bhopal
Dr. Shabeeh Nasar,25,general surgeon,499,33% ,Bhopal,Bhopal
Dr. Rishabh Joshi,12,general surgeon,500,98% ,Bhopal,Bhopal
Dr. Punit Tiwari,20,general surgeon,400,92% ,Arera Colony,Bhopal
Dr. Arvind Joshi,38,general surgeon,500,100% ,Bhopal,Bhopal
Dr. T Chandrakant,32,general surgeon,400,100% ,Indrapuri,Bhopal
Dr. Pramod Jain,47,general surgeon,500,100% ,Arera Colony,Bhopal
Dr. Tarun Kumar Sainia,18,general surgeon,300,100% ,Kolar Road,Bhopal
Dr. Shikha Verma,29,general surgeon,200,100% ,Kamla Nagar,Bhopal
Dr. Mukul Gupta,17,spine surgeon (ortho),300,100% ,Kolar Road,Bhopal
Dr. Vaibhav Maheshwari,20,spine surgeon (ortho),200,91% ,Lalghati,Bhopal
Dr. Nitin Garg,17,spine surgeon (ortho),500,89% ,Shahpura,Bhopal
Dr. Jaideep Singh,12,spine and pain specialist,500,97% ,Arera Colony,Bhopal
Dr. Rahul Agrawal,24,ophthalmologist/eye surgeon,250,96% ,Hamidia Road,Bhopal
Dr. Gajendra Chawla,32,ophthalmologist/eye surgeon,300,95% ,Arera Colony,Bhopal
Dr. Amit Shrivastava,21,ophthalmologist/eye surgeon,400,100% ,Lalghati,Bhopal
Dr. M K Ajwani,42,ophthalmologist/eye surgeon,500,96% ,Arera Colony,Bhopal
Dr. Sandeep Jain,18,ophthalmologist/eye surgeon,400,100% ,Ashoka Garden,Bhopal
Dr. Prakash Agarwal,16,ophthalmologist/eye surgeon,300,79% ,MP Nagar,Bhopal
Dr. Sunil Sawhney,38,ophthalmologist/eye surgeon,300,100% ,Arera Hills,Bhopal
Dr. Chahveer Singh Bindra,14,ophthalmologist/eye surgeon,400,100% ,Gulmohar Colony,Bhopal
Dr. Anusha Ajwani,14,ophthalmologist/eye surgeon,500,83% ,Arera Colony,Bhopal
Dr. Rahul Jain,16,ophthalmologist/eye surgeon,200,100% ,Barkatulla University,Bhopal
Dr. Harpal Singh,25,ophthalmologist/eye surgeon,250,88% ,Kolar Road,Bhopal
Dr. Farooq Aman,18,ophthalmologist/eye surgeon,200,100% ,Hamidia Road,Bhopal
Dr. Ganesh Pillay,11,ophthalmologist/eye surgeon,300,67% ,Arera Colony,Bhopal
Dr. Prerna Upadhyaya,32,ophthalmologist/eye surgeon,200,100% ,Arera Colony,Bhopal
Dr. Neha Chaturvedi,12,ophthalmologist/eye surgeon,300,100% ,Arera Colony,Bhopal
Dr. Preeti Kataria Bindra,13,ophthalmologist/eye surgeon,300,33% ,Gulmohar Colony,Bhopal
Dr. Neeta Marwaha,28,dental surgeon,300,98% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Surendra Gujarkar,28,dental surgeon,300,100% ,MP Nagar,Bhopal
Dr. Anushri Khare Bharti,12,dental surgeon,300,97% ,Bairagarh,Bhopal
Dr. Harsh Vibhor Bharti,6,dental surgeon,200,100% ,Bairagarh,Bhopal
Dr. Suyash Vyas,12,dental surgeon,500,89% ,Kolar Road,Bhopal
Dr. Satyendra Gupta,10,dental surgeon,300,97% ,Arera Colony,Bhopal
Dr. Rajul Khare,32,dental surgeon,500,97% ,Nehru Nagar,Bhopal
Dr. Akhilesh Jain,12,dental surgeon,200,88% ,North T.T.Nagar,Bhopal
Dr. Vipalv Joshi,36,dental surgeon,400,99% ,Ashoka Garden,Bhopal
Dr. Deepak Dwivedi,16,dental surgeon,100,100% ,Baghmugalia,Bhopal
Dr. Maneesh Rai,33,dental surgeon,500,94% ,Arera Colony,Bhopal
Dr. Chandresh Shukla,16,dental surgeon,150,100% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Kanchan Saxena,13,dental surgeon,400,99% ,Arera Colony,Bhopal
Dr. Gaurav Gupta,11,dental surgeon,200,100% ,Arera Colony,Bhopal
Dr. Abhishek Singh Payak,11,dental surgeon,100,100% ,Indrapuri,Bhopal
Dr. Deepak Kumar Verma,12,dental surgeon,100,100% ,Baghmugalia,Bhopal
Dr. Ritesh Chhajed,10,dental surgeon,100,93% ,Ayodhaya Nagar,Bhopal
Dr. Vinay Dwivedi,12,dental surgeon,250,100% ,Kotra Chopra,Bhopal
Dr. Prateek awasthi,11,dental surgeon,200,100% ,Ashoka Garden,Bhopal
Dr. Mohd. Faisal Khan,15,dental surgeon,100,100% ,Jahangirabad,Bhopal
Dr. Jyotsna Adwani,9,dental surgeon,100,100% ,Shahjahanbad,Bhopal
Dr. Harsh Mahajan,18,dental surgeon,200,100% ,Shahajahanabad,Bhopal
Dr. DUSHYANT PIPPAL,12,dental surgeon,200,100% ,MP Nagar,Bhopal
Dr. Ashwani Kumar Upadhyay,16,dental surgeon,100,100% ,Bharat Heavy Electricals (BHEL),Bhopal
Dr. Saurabh Tiwari,16,dental surgeon,200,100% ,Arera Colony,Bhopal
Dr. Divesh Divakaran,10,dental surgeon,300,100% ,Piplani,Bhopal
Dr. Hritu Singh,14,neuropsychiatrist,500,100% ,M.L.A.Rest House,Bhopal
Dr. J P Agrawal,23,neuropsychiatrist,500,100% ,South T.T. Nagar,Bhopal
Dr. Grishma Agrawal   (Physiotherapist),13,neuro physiotherapist,200,100% ,Kohefiza,Bhopal
Dr. Nitin Garg,17,neurosurgeon,500,89% ,Shahpura,Bhopal
Dr. Elizabeth Jacob,26,general physician,400,100% ,Angamaly,Ernakulam
Dr. Ceshole Simon,23,general physician,600,100% ,Tripunithura,Ernakulam
Dr. Nidhin Skariah,12,general surgeon,499,100% ,Ernakulam,Ernakulam
Dr. Ramya Thulaseedharan Pillai,11,general surgeon,300,100% ,Kakkanad,Ernakulam
Dr. Shaji K Ayillath,23,general surgeon,500,100% ,Kakkanad,Ernakulam
Dr. Sandhya Rao,27,ophthalmologist/eye surgeon,300,100% ,Kakkanad,Ernakulam
Dr. Siju Cheeran,29,ophthalmologist/eye surgeon,200,100% ,Palarivattom,Ernakulam
Dr. T P Sunil Kumar,35,ophthalmologist/eye surgeon,300,95% ,Kalamassery,Ernakulam
Dr. Rajesh Chells,25,ophthalmologist/eye surgeon,200,95% ,Kaloor,Ernakulam
Dr. Sunil Bhaskaran,31,ophthalmologist/eye surgeon,300,97% ,Thrikkakara,Ernakulam
Dr. T A Alexander,44,ophthalmologist/eye surgeon,250,67% ,Kakkanad,Ernakulam
Dr. Rakhesh Chandran,19,ophthalmologist/eye surgeon,200,100% ,Tripunithura,Ernakulam
Dr. Jose Julian,19,dental surgeon,200,98% ,Vyttila,Ernakulam
Dr. Prasanth Pillai,32,dental surgeon,150,99% ,Vyttila,Ernakulam
Dr. Kuriakose Antony,30,dental surgeon,500,96% ,Vyttila,Ernakulam
Dr. K.C. Jose Kalarickal,25,dental surgeon,200,100% ,Panampilly Nagar,Ernakulam
Dr. Ajith Soman,53,dental surgeon,200,97% ,Kaloor,Ernakulam
Dr. Annie Mohan,18,dental surgeon,200,98% ,Ernakulam High Court,Ernakulam
Dr. Jose Emmanuel,25,dental surgeon,200,100% ,Kadavanthra,Ernakulam
Dr. Renju Jose,37,dental surgeon,200,98% ,Panampilly Nagar,Ernakulam
Dr. Jini Deepu,20,dental surgeon,200,97% ,Thammanam,Ernakulam
